-1	-3.961	-2.998
-1	-4.572	1.403
1	-0.5	-4.319
-1	2.647	3.538
-1	1.159	0.151
-1	-2.465	-2.866
1	-0.661	-3.308
-1	-2.785	1.127
-1	-4.496	0.629
-1	-4.951	-4.036
-1	3.285	1.429
-1	0.343	1.335
-1	-1.823	-2.1
-1	0.238	2.971
1	1.949	-4.711
-1	0.367	2.988
-1	-2.708	0.795
-1	-4.257	-1.856
-1	-2.171	3.39
-1	-3.318	0.34
1	-1.459	-4.431
-1	-1.174	-0.768
-1	-2.739	1.042
-1	-4.64	4.117
-1	3.023	1.761
-1	-4.919	1.309
-1	-1.81	0.425
-1	3.996	1.367
-1	-0.323	-0.766
-1	-4.31	-3.374
-1	-0.476	1.057
1	4.614	-1.832
1	3.205	-4.642
-1	1.312	2.386
-1	0.1	-0.654
-1	-2.274	-0.006
-1	-0.084	1.552
-1	0.578	-1.471
1	3.946	-2.71
-1	-2.353	1.97
-1	4.051	4.08
-1	4.631	3.593
-1	-4.143	3.627
-1	-3.688	-3.114
-1	4.214	3.355
1	-1.488	-4.91
-1	-0.588	4.479
-1	4.61	3.969
1	1.189	-2.726
-1	1.355	2.641
-1	1.62	0.433
-1	3.987	2.888
-1	3.338	-0.434
-1	2.77	2.284
1	1.856	-4.583
-1	-4.394	-2.74
1	0.849	-4.763
1	2.205	-1.941
-1	0.217	3.518
1	-0.055	-4.217
-1	1.873	3.458
-1	-4.127	2.637
1	-0.711	-4.517
1	1.607	-4.522
-1	-2.243	4.314
-1	-0.529	0.729
-1	-3.9	-1.541
-1	-1.382	4.438
1	3.025	-3.612
1	-1.926	-3.767
1	3.157	-1.319
1	-1.507	-4.642
1	-4.73	-4.301
1	-1.583	-3.161
-1	0.569	3.363
-1	-2.378	3.794
-1	-1.827	4.847
-1	1.431	2.462
-1	1.682	4.39
-1	-0.708	0.791
-1	0.057	0.115
-1	-3.479	1.157
1	3.574	-3.509
-1	-3.053	-2.049
-1	4.231	0.021
-1	-4.463	-1.26
-1	0.054	-0.97
-1	-0.902	0.325
-1	-3.919	2.516
-1	-1.484	-1.998
-1	-2.769	1.139
-1	-3.204	0.404
-1	-2.662	-0.42
-1	4.218	4.021
-1	-1.03	4.862
-1	-0.188	0.379
1	-0.023	-2.315
-1	-3.464	4.904
-1	-0.824	-1.517
-1	4.207	4.759
-1	-0.143	4.744
-1	-1.501	4.911
-1	-4.873	-1.05
-1	0.236	2.56
-1	2.818	0.105
1	-4.437	-4.951
-1	-3.756	3.711
-1	-3.195	4.934
-1	-1.709	2.375
1	3.955	-1.386
-1	-1.411	-1.232
-1	3.993	-0.082
-1	-2.195	1.882
-1	-0.178	1.982
-1	1.717	-0.97
1	-1.907	-3.426
-1	-4.874	1.593
1	-3.514	-4.747
-1	-4.457	-1.926
-1	2.814	-0.287
-1	3.179	3.377
-1	-0.238	0.775
1	2.088	-2.081
-1	0.71	1.732
-1	-4.706	-3.983
1	-4.654	-4.765
-1	-3.863	0.691
-1	0.153	-1.057
-1	-2.427	1.328
-1	-4.075	4.291
-1	1.71	-0.982
-1	2.217	1.836
-1	1.963	0.055
1	2.09	-1.142
-1	3.13	-0.096
1	3.571	-2.339
-1	4.633	4.685
-1	-0.211	-1.927
-1	-2.396	1.851
-1	4.805	4.25
-1	2.868	1.503
-1	4.485	4.006
-1	-2.805	-0.361
1	-2.051	-3.88
1	-4.033	-4.774
-1	1.763	2.677
-1	-4.404	-1.019
-1	-4.135	2.56
-1	4.036	2.955
1	2.77	-1.482
-1	4.211	1.342
-1	-2.468	0.196
-1	-2.621	2.321
-1	3.27	-0.016
-1	-0.828	-0.573
1	-0.766	-2.96
1	2.283	-4.928
-1	2.398	0.83
1	-3.937	-4.653
1	1.95	-2.97
-1	-4.427	-1.286
-1	1.059	2.522
-1	-0.953	1.924
-1	0.082	4.435
-1	-3.768	4.204
1	-2.046	-4.557
-1	-3.102	0.486
-1	0.64	-0.722
1	4.159	-4.738
-1	4.262	4.683
-1	-3.959	4.848
-1	-3.277	3.324
-1	1.272	4.122
-1	-0.846	2.335
-1	0.821	2.457
1	4.365	-2.253
-1	-3.829	-3.224
-1	-4.731	0.218
1	3.701	-3.297
-1	-0.347	4.933
-1	-4.093	-1.041
1	1.728	-2.194
-1	0.797	3.72
1	2.084	-3.692
1	0.334	-2.302
-1	-4.009	1.376
1	3.898	-2.285
-1	-3.948	0.171
1	3.189	-3.441
-1	-2.494	-0.99
-1	4.016	3.224
-1	-1.891	1.539
-1	-5	-1.622
-1	3.109	0.053
-1	0.081	4.114
-1	-3.662	0.989
-1	4.426	3.067
-1	0.147	0.223
1	1.787	-2.769
1	1.532	-2.878
-1	-3.719	-1.125
1	-0.15	-4.821
1	1.59	-2.746
1	0.35	-3.869
-1	-1.187	2.857
-1	-3.506	4.181
-1	1.081	-0.397
1	0.72	-2.567
1	2.982	-4.819
-1	2.487	4.415
-1	4.296	3.825
-1	0.404	3.722
1	1.892	-4.449
1	-4.703	-4.968
1	4.134	-1.819
1	3.506	-4.585
-1	2.057	4.708
-1	-4.405	4.999
-1	-3.038	-2.703
-1	2.483	0.776
-1	-4.846	3.977
-1	-3.691	-2.413
1	4.932	-1.618
-1	0.021	-0.734
-1	-1.437	3.86
-1	-1.318	4.211
-1	2.685	4.086
1	-0.715	-4.07
-1	0.99	-0.417
1	2.314	-3.524
-1	-0.884	0.82
-1	-3.108	2.525
-1	0.528	3.839
-1	2.525	2.49
-1	-3.864	-3.64
-1	4.618	2.643
-1	-4.663	-4.072
-1	1.582	1.621
-1	-0.69	2.955
-1	-4.112	-0.775
-1	1.815	-0.43
1	-1.563	-4.147
-1	-4.992	2.722
-1	-3.217	-2.65
-1	3.657	4.097
-1	-1.173	4.126
-1	-3.731	-2.929
1	1.651	-1.851
1	-4.09	-4.472
-1	-4.361	3.398
-1	-3.112	1.61
-1	-2.607	3.577
-1	-1.11	3.976
-1	0.199	-0.448
-1	1.931	1.087
1	3.777	-4.901
-1	-4.343	3.566
-1	-4.048	2.017
-1	-2.359	-2.265
1	4.368	-3.702
1	3.184	-1.805
-1	1.776	0.805
-1	0.266	-1.572
1	3.954	-2.472
-1	-4.692	4.593
1	2.278	-2.803
-1	-2.445	4.672
-1	-4.226	1.445
1	0	-2.675
-1	-4.003	3.283
-1	3.412	1.127
-1	3.382	0.421
-1	-0.307	4.334
-1	-2.561	2.334
-1	3.421	3.159
1	-0.015	-2.043
-1	-3.646	-3.239
1	3.762	-2.028
-1	-3.459	2.716
-1	-3.148	-3.15
-1	-1.338	0.482
-1	-4.601	1.217
1	0.154	-3.827
-1	4.015	1.506
-1	4.851	1.364
-1	-0.21	3.263
-1	-2.509	-1.828
-1	-4.963	-1.463
-1	3.859	3.828
-1	-4.129	2.28
-1	1.987	0.856
-1	1.59	3.341
-1	-1.03	0.352
-1	2.665	0.511
-1	-1.931	4.517
1	2.361	-1.917
-1	-3.649	-0.888
-1	4.3	1.506
-1	-3.362	-0.333
1	4.364	-3.511
-1	-3.968	-0.846
-1	1.104	4.875
-1	-1.321	1.141
-1	-1.588	-2.462
1	-0.031	-4.364
1	1.17	-3.044
-1	-2.156	-2.24
-1	1.649	1.814
-1	-0.535	-0.686
-1	-2.674	-1.114
-1	-4.817	1.039
1	1.969	-3.465
-1	-4.848	-2.379
1	-0.607	-3.21
1	2.289	-4.891
1	4.631	-0.327
-1	-0.736	0.735
-1	-0.452	-0.705
-1	-3.123	-0.687
1	1.833	-1.802
-1	-0.051	4.355
-1	0.155	2.793
-1	3.468	3.156
-1	-4.04	-2.067
1	3.823	-1.714
-1	-1.829	0.358
1	0.677	-4.86
1	-1.755	-2.819
-1	-2.239	-1.01
1	-4.677	-4.95
-1	-0.9	4.954
-1	-3.925	3.364
-1	-2.958	0.624
-1	-2.341	-1.081
-1	1.289	0.844
1	-1.531	-3.762
-1	-3.449	-0.024
1	0.383	-4.981
-1	-1.867	1.343
1	4.304	-3.044
1	0.981	-2.525
-1	-1.334	3.011
-1	3.967	1.912
-1	-4.808	-3.271
-1	-4.098	1.868
-1	3.131	0.002
-1	-1.826	4.207
-1	4.718	0.216
-1	-3.817	-2.623
-1	0.487	2.472
-1	-0.427	3.957
-1	0.062	1.125
-1	-1.067	1.797
-1	-2.504	-1.582
-1	-1.859	3.153
-1	-3.274	0.474
-1	1.98	0.393
-1	-1.515	0.948
1	-2.695	-4.97
-1	-0.971	4.559
1	1.898	-2.84
-1	-0.438	1.424
-1	2.719	-0.72
-1	-3.359	3.902
-1	-1.99	-1.52
-1	-2.274	2.583
1	3.789	-0.86
-1	-1.292	-2.277
-1	-4.062	-2.443
1	-2.507	-4.569
-1	-4.29	-0.78
-1	0.905	2.69
-1	4.613	4.391
-1	-1.362	3.27
-1	4.421	2.667
1	2.829	-2.329
-1	1.18	3.743
1	4.095	-1.101
-1	-1.976	2.088
1	4.154	-2.614
-1	-4.431	3.232
-1	4.969	0.71
1	-2.627	-4.97
-1	3.433	4.663
-1	-2.413	2.279
-1	-4.906	4.649
-1	-3.501	-2.649
-1	2.339	2.464
-1	-3.258	2.33
-1	-2.914	2.515
-1	-3.651	4.915
-1	-4.814	-1.119
-1	0.011	0.634
-1	-0.867	-0.613
-1	-2.278	-1.713
-1	1.773	4.643
-1	-3.481	1.742
1	0.354	-4.756
1	-1.876	-4.861
1	1.259	-2.937
-1	2.418	1.353
-1	-3.288	0.269
-1	3.705	0.404
-1	-2.267	1.799
-1	-2.266	-0.181
1	-0.685	-4.565
1	-3.913	-4.147
-1	-4.331	-2.55
-1	1.487	-0.198
-1	1.837	0.562
1	3.089	-1.39
-1	0.205	0.96
-1	1.704	1.911
-1	-2.443	4.829
-1	-1.597	3.816
1	-3.108	-4.179
-1	-3.478	-1.395
-1	-2.557	1.579
1	0.361	-3.472
-1	-1.622	-0.553
-1	-2.3	-0.955
-1	-0.118	-1.213
-1	-0.101	0.551
1	-2.411	-3.614
-1	-4.647	4.426
-1	1.948	-0.206
-1	-1.964	3.506
-1	2.107	1.092
-1	0.417	4.664
-1	0.921	3.82
1	3.48	-0.834
-1	0.994	1.354
-1	-0.877	3.437
-1	-2.067	4.484
-1	1.317	1.312
-1	-1.069	4.017
-1	1.709	0.165
1	4.156	-3.392
1	2.069	-3.255
-1	-2.005	2.422
-1	-3.829	1.295
1	3.569	-4.441
-1	-0.199	0.676
-1	1.652	1.571
-1	0.34	3.925
1	-3.257	-4.828
-1	-1.909	-0.911
1	1.527	-1.434
-1	3.878	0.812
-1	-1.95	0.196
-1	-2.876	-1.667
-1	-0.787	0.186
1	3.499	-1.63
-1	1.794	0.568
-1	0.115	1.141
1	4.342	-2.361
-1	-2.563	-0.737
-1	-1.802	-1.41
-1	4.939	1.202
1	1.513	-3.369
-1	0.128	3.257
-1	-3.196	-0.429
-1	-2.654	-0.317
1	3.138	-3.775
-1	-4.505	2.54
-1	1.421	3.972
1	2.226	-4.366
-1	-0.842	0.725
-1	-4.644	-4.048
-1	2.645	0.472
-1	-1.554	-1.661
-1	3.111	0.883
-1	2.603	2.661
-1	0.825	2.542
-1	-4.784	-2.661
-1	4.174	0.344
-1	-4.404	2.33
-1	1.267	4.294
1	-2.987	-4.243
-1	-4.481	3.86
-1	-0.35	-1.708
1	2.832	-3.124
-1	-4.721	-3.01
1	-1.047	-4.365
1	4.295	-3.402
1	1.107	-2.259
1	-0.063	-4.43
1	-0.024	-2.46
1	-0.416	-4.199
-1	-4.917	-0.2
-1	4.492	0.609
-1	1.496	1.44
-1	-2.061	-2.237
1	0.735	-3.696
1	4.873	-2.394
-1	-4.836	-0.477
-1	-2.749	-0.651
-1	-2.249	-2.47
-1	1.339	1.704
1	-1.835	-3.014
-1	3.302	0.625
-1	-3.921	4.591
-1	-2.453	-2.593
-1	3.484	2.131
1	4.561	-0.081
-1	-3.069	4.053
-1	-4.472	3.427
-1	0.494	4.819
-1	2.543	2.581
-1	-3.877	-1.232
-1	-4.813	2.639
1	-0.357	-2.562
-1	-3.012	2.394
-1	-3.68	-0.32
-1	-0.902	-0.514
-1	-1.982	3.752
-1	1.463	-0.902
-1	-0.305	4.01
1	1.505	-1.821
-1	1.142	1.066
-1	3.098	-0.575
-1	-3.528	-0.022
-1	-2.147	1.966
-1	-0.203	1.748
1	-0.453	-2.728
-1	-4.484	-3.914
1	4.912	0.159
1	4.877	-3.1
1	-2.447	-3.803
-1	-2.068	-1.997
-1	-2.965	0.951
-1	3.107	3.498
-1	-4.951	4.154
-1	-1.139	-2.094
1	-2.666	-4.997
-1	0.325	1.784
-1	-0.572	1.797
-1	-3.237	-1.367
-1	-4.885	1.56
-1	-4.619	-3.986
1	0.185	-4.103
-1	-2.9	0.097
-1	-2.592	3.329
1	-1.651	-3.687
1	0.879	-2.366
-1	-0.684	2.914
-1	3.585	3.775
-1	-2.235	-0.014
-1	2.93	1.626
-1	2.892	1.616
-1	1.629	4.569
-1	4.752	2.409
1	1.366	-3.485
1	2.395	-2.167
-1	-0.572	2.776
-1	-1.153	4.613
1	0.026	-2.7
-1	-3.938	-1.214
1	-4.371	-4.237
-1	0.1	1.508
-1	-1.603	4.416
-1	-4.225	-3.018
-1	-0.456	-1.46
-1	-1.68	3.826
-1	1.518	2.565
-1	-3.206	4.499
1	2.134	-3.454
-1	1.908	4.853
-1	-1.938	-0.697
-1	-2.314	-1.158
-1	3.432	1.534
-1	4.807	4.81
1	3.834	-4.131
-1	-1.404	0.815
-1	2.984	3.696
1	-2.676	-3.618
-1	-0.535	4.451
-1	4.716	0.361
1	4.343	-1.963
-1	-0.813	0.861
-1	-4.398	0.981
-1	0.36	-0.912
-1	-1.121	3.62
-1	-1.059	-1.707
-1	-2.076	1.628
-1	2.135	2.708
-1	-1.838	1.942
1	-1.13	-3.004
-1	-0.837	2.466
-1	2.811	3.5
-1	-2.485	1.487
1	1.234	-1.668
-1	-2.71	0.95
1	3.693	-3.367
1	0.339	-2.12
1	2.494	-2.707
1	0.213	-2.146
-1	1.382	0.444
1	-3.525	-4.677
1	3.738	-4.249
-1	1.951	0.873
-1	-0.189	1.465
-1	4.168	3.681
-1	-0.187	4.683
-1	-2.501	3.977
-1	-0.465	0.014
1	0.464	-4.231
1	3.346	-0.893
-1	-1.928	-1.609
-1	0.74	3.411
-1	-2.377	4.587
-1	2.057	2.836
1	3.793	-1.561
-1	-1.719	1.62
-1	-4.886	3.371
1	2.371	-1.582
-1	-4.404	3.534
-1	4.883	4.764
-1	-1.433	-0.303
-1	0.8	1.067
1	-1.326	-4.665
-1	2.433	0.49
1	2.457	-2.868
1	0.949	-4.471
1	0.523	-3.31
-1	0.292	3.147
1	2.629	-2.651
-1	-2.665	1.422
-1	-2.86	-3.032
-1	-1.957	-2.745
-1	-4.661	1.766
1	-2.975	-4.064
-1	-3.347	3.26
-1	2.052	0.22
-1	-2.043	4.204
-1	-3.713	-2.017
-1	4.54	3.721
-1	-0.174	1.997
-1	2.205	2.127
-1	-1.122	-2.272
-1	0.169	4.17
1	2.227	-2.202
-1	-3.48	4.563
1	4.221	-1.34
-1	2.883	3.616
-1	-2.733	3.223
-1	0.382	-0.708
-1	0.511	2.035
-1	-2.447	-2.437
1	3.608	-3.138
-1	-3.232	4.895
-1	-3.802	2.66
1	-0.032	-2.624
-1	-3.991	-2.827
1	4.503	-0.113
-1	-3.746	-0.327
-1	-0.943	3.481
1	-1.177	-3.071
-1	-0.604	-1.956
-1	-3.058	-2.72
1	3.012	-0.791
-1	1.855	4.747
1	-0.146	-2.634
-1	-1.866	-1.241
-1	-3.719	-3.258
-1	-3.027	4.401
-1	-3.362	-1.829
-1	-1.587	-2.042
-1	-3.101	-0.578
-1	-3.516	2.755
-1	0.661	4.09
-1	3.78	1.071
-1	-1.077	-2.397
-1	3	3.32
-1	-3	4.942
1	1.952	-4.988
-1	-4.496	-1.193
-1	4.759	0.358
-1	-2.475	-2.106
1	4.117	-4.842
1	-0.364	-3.91
1	4.56	-2.374
-1	-4.386	-2.027
-1	-3.063	3.865
-1	-1.252	-1.579
-1	1.62	4.409
-1	3.863	0.4
-1	-3.168	-2.214
-1	3.004	4.833
-1	2.458	1.356
-1	1.127	-0.59
-1	1.368	1.631
-1	-0.431	1.128
1	3.341	-1.554
-1	0.374	2.458
1	-1.395	-4.99
-1	-0.099	-1.835
1	3.989	-3.133
1	-2.51	-4.074
-1	-4.268	1.238
-1	-4.301	-1.295
-1	-3	4.562
-1	0.457	-1.168
-1	-2.652	-1.539
-1	-4.983	4.807
1	1.169	-2.503
-1	-4.431	-2.462
-1	4.128	0.139
-1	0.018	2.47
1	3.585	-4.608
-1	-3.72	3.542
1	1.754	-2.467
-1	-3.293	0.743
1	-0.6	-4.45
1	-1.979	-3.515
1	1.788	-1.28
-1	0.19	0.14
1	4.634	-4.353
1	0.325	-3.017
-1	-4.539	-3.306
-1	3.142	1.63
-1	-0.809	0.063
-1	0.52	-1.68
1	1.554	-4.462
1	2.142	-3.508
-1	-4.07	3.422
-1	-4.966	2.685
-1	2.308	3.094
1	4.78	-3.292
1	3.644	-2.198
1	4.545	-3.216
1	1.522	-3.913
-1	1.925	1.157
-1	-3.265	3.602
-1	-0.508	3.548
-1	-4.704	3.986
1	-3.47	-4.16
-1	-0.951	2.051
-1	-4.488	1.956
-1	2.589	2.654
-1	3.448	-0.128
-1	-2.572	3.482
-1	-2.443	1.088
1	1.576	-2.663
-1	2.797	0.22
-1	0.139	-1.306
-1	2.005	3.014
1	-0.218	-4.718
-1	-4.477	-2.131
-1	0.236	0.015
-1	-3.583	-3.116
-1	-4.647	4.299
1	-2.276	-4.246
1	1.35	-1.764
1	2.71	-4.708
-1	2.242	1.158
-1	0.164	1.023
-1	-0.359	2.721
-1	-2.889	2.569
-1	1.41	1.26
-1	-2.21	2.902
-1	4.955	1.147
1	0.916	-3.911
-1	-2.219	1.439
-1	-1.042	3.017
-1	2.806	0.375
1	4.901	-0.489
-1	-0.326	3.978
-1	0.265	2.377
1	3.566	-2.024
1	2.669	-2.839
1	4.134	-2.167
1	-0.464	-4.873
1	1.906	-2.001
1	2.697	-1.684
-1	4.26	1.839
-1	2.57	0.567
-1	-2.014	-1.514
-1	-1.992	0.767
-1	1.277	1.966
1	-4.864	-4.565
1	3.693	-4.963
-1	-0.054	4.719
1	0.367	-4.788
1	2.096	-1.066
1	4.54	-3.883
-1	1.095	3.674
1	-1.05	-4.369
-1	3.802	2.208
-1	-1.37	-2.149
-1	-4.475	4.242
1	4.69	-0.553
-1	-3.839	-2.324
1	2.934	-0.831
1	-0.205	-4.437
-1	-3.865	-0.069
-1	2.351	1.18
-1	-3.68	-2.703
-1	0.9	1.688
1	3.861	-2.004
-1	1.974	3.401
-1	-0.886	-1.931
-1	-1.572	-0.584
-1	-4.948	3.582
-1	-3.375	-1.318
-1	-3.567	3.502
1	4.277	-3.877
-1	-2.051	1.79
-1	-4.849	2.235
-1	-4.04	-0.054
-1	2.799	3.447
1	1.229	-3.498
-1	-0.372	2.549
1	-1.201	-4.472
-1	-4.411	4.013
-1	4.876	2.563
-1	-1.234	-1.01
-1	1.984	2.194
-1	-0.241	2.036
-1	0.776	1.384
-1	2.071	2.209
-1	-3.762	-2.3
1	-0.316	-4.461
1	4.49	-0.165
1	2.775	-4.55
1	4.781	-3.074
1	0.25	-2.638
-1	-1.572	4.878
-1	1.264	-1.421
-1	1.758	1.853
-1	3.944	1.634
-1	-4.231	-2.289
-1	1.977	-0.895
1	1.257	-3.264
-1	-3.858	-2.966
-1	-0.528	-0.435
-1	0.595	0.71
-1	2.265	1.632
1	1.249	-1.893
1	-3.533	-4.624
-1	-1.442	2.601
-1	-2.698	0.16
1	4.963	-2.918
-1	0.038	1.227
-1	-2.986	-3.204
1	4.433	-4.042
-1	3.43	1.554
-1	-1.331	0.407
-1	-4.341	4.927
1	-1.505	-3.199
-1	3.313	2.967
1	-2.282	-4.74
-1	-4.971	1.335
1	1.892	-2.369
1	4.443	-0.288
-1	-1.993	4.353
1	-2.687	-3.338
-1	-0.487	3.628
-1	-4.904	4.551
1	-0.144	-2.89
1	2.699	-4.359
-1	-1.931	-2.519
1	2.195	-1.91
-1	2.889	2.854
-1	4.369	2.736
-1	1.008	2.682
-1	0.704	3.726
-1	-0.705	0.733
1	-3.586	-3.813
1	3.364	-4.143
-1	-2.749	2.724
-1	-4.79	-0.436
-1	0.738	-0.277
-1	-1.807	0.834
-1	-4.374	-0.599
-1	2.945	3.325
-1	-3.606	2.366
-1	-4.194	3.589
-1	-4.544	0.047
-1	-2.205	4.826
-1	-2.216	3.803
-1	-1.14	-0.16
-1	-1.118	3.155
-1	-4.427	-3.352
-1	0.695	0.29
-1	-2.495	2.946
-1	4.366	4.067
-1	3.863	0.104
-1	-1.21	3.408
1	2.29	-4.232
-1	4.161	0.235
1	4.093	-4.445
-1	-2.399	1.251
-1	4.144	4.41
-1	2.651	3.291
1	0.588	-4.565
-1	-1.553	4.448
-1	0.275	-1.319
1	-1.044	-2.8
-1	0.329	4.651
-1	-1.158	2.834
-1	-1.051	4.56
-1	1.901	4.164
-1	-0.336	2.043
1	2.572	-3.045
-1	2.811	1.733
-1	-1.458	-1.744
-1	-1.36	-2.504
-1	0.859	4.136
1	3.258	-1.49
1	2.428	-1.154
1	-4.703	-4.125
1	-1.706	-3.076
-1	-0.444	2.25
-1	-0.875	4.885
-1	-1.747	-0.681
-1	-0.929	-1.445
-1	-1.12	2.324
-1	-2.281	-0.104
-1	-0.633	1.644
-1	-1.797	3.53
-1	4.729	1.746
-1	-3.214	-1.63
-1	0.594	2.645
1	3.858	-1.148
-1	2.508	1.286
-1	2.698	2.805
-1	-1.487	2.344
1	4.73	-0.579
1	-4.053	-4.793
-1	-4.342	-0.8
-1	-4.122	-0.271
-1	-0.893	-0.242
-1	-2.947	-1.821
1	1.007	-2.228
-1	1.175	4.21
-1	-3.698	0.904
-1	-2.692	4.44
-1	0.626	2.902
-1	2.086	-0.515
1	3.106	-4.054
-1	2.123	0.804
1	3.751	-4.363
1	4.501	-0.167
1	-3.59	-4.552
-1	-3.608	-2.931
-1	-4	-2.729
-1	-1.85	0.108
1	-1.619	-3.444
-1	3.287	4.388
-1	-0.672	-0.538
1	-0.049	-3.017
-1	1.718	2.259
-1	-3.577	-2.655
-1	-3.486	-0.139
-1	-1.818	0.972
-1	0.807	1.657
1	3.129	-4.089
-1	2.294	2.63
-1	0.744	0.057
-1	3.078	2.137
-1	2.126	4.078
-1	0.76	1.628
-1	-0.814	4.141
-1	3.184	3.825
-1	-0.118	3.865
-1	4.639	4.833
-1	-4.152	1.358
-1	-1.556	3.623
1	0.055	-3.69
-1	-1.515	-0.411
-1	2.283	0.644
-1	-3.754	0.412
-1	1.555	-0.107
-1	-1.958	-2.7
1	4.95	-3.88
-1	0.789	-1.572
1	1.55	-3.451
1	-4.944	-4.263
-1	2.042	3.241
1	0.914	-3.076
-1	-1.542	0.554
1	3.109	-4.342
1	3.264	-3.446
1	4.281	-1.681
-1	4.216	4.118
-1	-0.74	1.499
-1	-0.237	0.506
1	3.263	-3.682
-1	-4.601	-3.695
-1	4.97	1.701
1	3.777	-2.889
-1	-4.871	0.328
1	-4.988	-4.814
-1	-2.583	2.055
-1	-0.221	-0.317
1	3.979	-0.411
-1	-4.763	2.089
-1	0.247	-0.147
1	-0.005	-4.12
-1	-0.476	-0.789
-1	4.999	3.784
-1	-4.289	-3.886
-1	-4.357	0.326
1	3.784	-3.958
-1	1.632	0.107
1	-0.904	-3.239
-1	2.218	-0.775
-1	-1.559	2.231
-1	-4.237	-2.79
1	-0.714	-3.106
-1	1.894	4.617
-1	-2.165	-1.517
-1	-1.942	3.082
-1	3.337	3.053
-1	0.315	4.213
-1	3.617	0.314
-1	2.998	0.68
-1	-2.22	3.641
-1	-3.994	-3.436
-1	1.035	2.638
1	-1.977	-4.869
1	0.752	-4.758
-1	-4.291	0.545
-1	-1.175	2.824
-1	2.756	-0.537
